1.189538685235401738e+00,-1.225479822283411124e+00
2.075359257246063294e+00,9.942666775156852044e-01
3.880631858376730747e+00,5.627613781664624781e+00
4.684621153166150798e+00,4.118021883570529340e+00
4.593390939191047906e+00,7.478897097157565454e+00
5.185803714389998653e+00,6.747564214990750209e+00
5.169957619306836172e+00,7.423934906073788476e+00
1.912252054245834110e+00,8.633230862440322895e+00
3.447605828905058623e+00,6.466212927949949396e+00
2.579286740698635949e+00,6.687443360133160652e+00
2.356288756405440665e+00,6.330446454992118888e+00
9.086354648625516450e-01,8.429456350092728201e+00
-1.656203548144186799e+00,7.221018498901948135e+00
-1.831575512572954922e+00,5.599276380312410595e+00
-1.433958447901604760e+00,5.299683288329885222e+00
-4.898901917704293396e+00,5.994825365969154163e+00
-5.760200692234849207e+00,6.307969331395979040e+00
-5.861431584005028839e+00,5.394187584193718799e+00
-8.270913907072424465e+00,3.349109039963282797e+00
-8.975486018090688134e+00,3.903152459850829814e+00
-1.026659764242217854e+01,2.324754295078949706e+00
-1.089833311806155258e+01,3.488128766448970630e+00
-1.314491261795650701e+01,6.360763396366081457e-01
-1.399461975192605934e+01,1.650184213913858056e+00
-1.587173574428899947e+01,6.814148714043180011e-01
-1.745182499178315538e+01,-3.888300224772442970e-01
-1.857110348808075173e+01,-3.317418998528407492e+00
-2.346378736945493415e+01,-3.555836020396382136e+00
-2.322437981854562850e+01,-4.093952268720853382e+00
-2.521943687519288702e+01,-5.956628598196240354e+00
-2.596289880223977775e+01,-5.261616340739933229e+00
-2.900570311017394687e+01,-7.240380508282017402e+00
-2.964688228204175147e+01,-7.005798831822406036e+00
-3.200911070191327923e+01,-9.599027648619221864e+00
-3.241666109183792344e+01,-1.119743264225496659e+01
-3.475823660211796806e+01,-1.116541240180843531e+01
-3.861325759191913676e+01,-1.437999280167265859e+01
